subject_id,session_id,data_bdf_path,evt_bdf_path,data_bdf_exists,evt_bdf_exists,data_bdf_size_bytes
sub-004,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-004/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-004/ses-02/eeg/evt.bdf,True,True,429904640
sub-004,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-004/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-004/ses-03/eeg/evt.bdf,True,True,426256640
sub-005,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-005/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-005/ses-01/eeg/evt.bdf,True,True,427600640
sub-005,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-005/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-005/ses-02/eeg/evt.bdf,True,True,438160640
sub-005,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-005/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-005/ses-03/eeg/evt.bdf,True,True,446992640
sub-006,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-006/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-006/ses-01/eeg/evt.bdf,True,True,458320640
sub-006,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-006/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-006/ses-02/eeg/evt.bdf,True,True,455056640
sub-006,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-006/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-006/ses-03/eeg/evt.bdf,True,True,435664640
sub-007,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-007/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-007/ses-01/eeg/evt.bdf,True,True,436432640
sub-007,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-007/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-007/ses-02/eeg/evt.bdf,True,True,435472640
sub-007,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-007/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-007/ses-03/eeg/evt.bdf,True,True,429520640
sub-008,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-008/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-008/ses-01/eeg/evt.bdf,True,True,431632640
sub-008,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-008/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-008/ses-02/eeg/evt.bdf,True,True,420880640
sub-008,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-008/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-008/ses-03/eeg/evt.bdf,True,True,428944640
sub-009,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-009/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-009/ses-01/eeg/evt.bdf,True,True,456784640
sub-009,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-009/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-009/ses-02/eeg/evt.bdf,True,True,452752640
sub-009,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-009/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-009/ses-03/eeg/evt.bdf,True,True,486352640
sub-010,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-010/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-010/ses-01/eeg/evt.bdf,True,True,421840640
sub-010,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-010/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-010/ses-02/eeg/evt.bdf,True,True,478864640
sub-010,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-010/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-010/ses-03/eeg/evt.bdf,True,True,427984640
sub-011,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-011/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-011/ses-01/eeg/evt.bdf,True,True,464656640
sub-011,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-011/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-011/ses-02/eeg/evt.bdf,True,True,436816640
sub-011,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-011/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-011/ses-03/eeg/evt.bdf,True,True,427984640
sub-012,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-012/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-012/ses-01/eeg/evt.bdf,True,True,484432640
sub-012,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-012/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-012/ses-02/eeg/evt.bdf,True,True,419920640
sub-012,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-012/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-012/ses-03/eeg/evt.bdf,True,True,433360640
sub-013,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-013/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-013/ses-01/eeg/evt.bdf,True,True,429712640
sub-013,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-013/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-013/ses-02/eeg/evt.bdf,True,True,421264640
sub-013,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-013/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-013/ses-03/eeg/evt.bdf,True,True,429328640
sub-014,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-014/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-014/ses-01/eeg/evt.bdf,True,True,431824640
sub-014,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-014/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-014/ses-02/eeg/evt.bdf,True,True,436624640
sub-014,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-014/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-014/ses-03/eeg/evt.bdf,True,True,437776640
sub-015,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-015/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-015/ses-01/eeg/evt.bdf,True,True,456784640
sub-015,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-015/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-015/ses-02/eeg/evt.bdf,True,True,435088640
sub-015,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-015/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-015/ses-03/eeg/evt.bdf,True,True,427984640
sub-016,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-016/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-016/ses-01/eeg/evt.bdf,True,True,447184640
sub-016,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-016/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-016/ses-02/eeg/evt.bdf,True,True,468496640
sub-016,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-016/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-016/ses-03/eeg/evt.bdf,True,True,427792640
sub-017,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-017/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-017/ses-01/eeg/evt.bdf,True,True,435856640
sub-017,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-017/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-017/ses-02/eeg/evt.bdf,True,True,448720640
sub-017,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-017/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-017/ses-03/eeg/evt.bdf,True,True,446224640
sub-018,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-018/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-018/ses-01/eeg/evt.bdf,True,True,451600640
sub-018,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-018/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-018/ses-02/eeg/evt.bdf,True,True,426832640
sub-018,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-018/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-018/ses-03/eeg/evt.bdf,True,True,427408640
sub-019,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-019/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-019/ses-01/eeg/evt.bdf,True,True,428368640
sub-019,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-019/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-019/ses-02/eeg/evt.bdf,True,True,428560640
sub-019,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-019/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-019/ses-03/eeg/evt.bdf,True,True,430480640
sub-020,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-020/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-020/ses-01/eeg/evt.bdf,True,True,451984640
sub-020,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-020/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-020/ses-02/eeg/evt.bdf,True,True,468880640
sub-020,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-020/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-020/ses-03/eeg/evt.bdf,True,True,423184640
sub-021,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-021/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-021/ses-01/eeg/evt.bdf,True,True,432016640
sub-021,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-021/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-021/ses-02/eeg/evt.bdf,True,True,434896640
sub-021,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-021/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-021/ses-03/eeg/evt.bdf,True,True,430864640
sub-022,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-022/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-022/ses-01/eeg/evt.bdf,True,True,423568640
sub-022,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-022/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-022/ses-02/eeg/evt.bdf,True,True,417232640
sub-022,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-022/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-022/ses-03/eeg/evt.bdf,True,True,421648640
sub-023,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-023/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-023/ses-01/eeg/evt.bdf,True,True,421648640
sub-023,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-023/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-023/ses-02/eeg/evt.bdf,True,True,450640640
sub-023,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-023/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-023/ses-03/eeg/evt.bdf,True,True,460048640
sub-024,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-024/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-024/ses-01/eeg/evt.bdf,True,True,472912640
sub-024,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-024/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-024/ses-02/eeg/evt.bdf,True,True,431248640
sub-024,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-024/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-024/ses-03/eeg/evt.bdf,True,True,428944640
sub-025,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-025/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-025/ses-01/eeg/evt.bdf,True,True,418000640
sub-025,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-025/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-025/ses-02/eeg/evt.bdf,True,True,437776640
sub-025,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-025/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-025/ses-03/eeg/evt.bdf,True,True,457168640
sub-026,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-026/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-026/ses-01/eeg/evt.bdf,True,True,422992640
sub-026,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-026/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-026/ses-02/eeg/evt.bdf,True,True,429520640
sub-026,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-026/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-026/ses-03/eeg/evt.bdf,True,True,434896640
sub-027,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-027/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-027/ses-01/eeg/evt.bdf,True,True,437968640
sub-027,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-027/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-027/ses-02/eeg/evt.bdf,True,True,465424640
sub-027,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-027/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-027/ses-03/eeg/evt.bdf,True,True,446800640
sub-028,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-028/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-028/ses-01/eeg/evt.bdf,True,True,454672640
sub-028,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-028/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-028/ses-02/eeg/evt.bdf,True,True,441808640
sub-028,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-028/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-028/ses-03/eeg/evt.bdf,True,True,442192640
sub-029,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-029/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-029/ses-01/eeg/evt.bdf,True,True,437008640
sub-029,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-029/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-029/ses-02/eeg/evt.bdf,True,True,427216640
sub-029,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-029/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-029/ses-03/eeg/evt.bdf,True,True,424912640
sub-030,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-030/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-030/ses-01/eeg/evt.bdf,True,True,419728640
sub-030,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-030/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-030/ses-02/eeg/evt.bdf,True,True,422224640
sub-030,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-030/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-030/ses-03/eeg/evt.bdf,True,True,439312640
sub-031,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-031/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-031/ses-01/eeg/evt.bdf,True,True,464656640
sub-031,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-031/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-031/ses-02/eeg/evt.bdf,True,True,419920640
sub-031,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-031/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-031/ses-03/eeg/evt.bdf,True,True,425680640
sub-032,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-032/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-032/ses-01/eeg/evt.bdf,True,True,428752640
sub-032,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-032/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-032/ses-02/eeg/evt.bdf,True,True,432976640
sub-032,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-032/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-032/ses-03/eeg/evt.bdf,True,True,455632640
sub-033,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-033/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-033/ses-01/eeg/evt.bdf,True,True,423376640
sub-033,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-033/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-033/ses-02/eeg/evt.bdf,True,True,423568640
sub-033,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-033/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-033/ses-03/eeg/evt.bdf,True,True,436048640
sub-034,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-034/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-034/ses-01/eeg/evt.bdf,True,True,460816640
sub-034,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-034/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-034/ses-02/eeg/evt.bdf,True,True,442576640
sub-034,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-034/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-034/ses-03/eeg/evt.bdf,True,True,443152640
sub-035,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-035/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-035/ses-01/eeg/evt.bdf,True,True,424912640
sub-035,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-035/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-035/ses-02/eeg/evt.bdf,True,True,419920640
