========================================================
Project : /share/home/yuan/SYX/eeg-mi-online
Paths   : configs/paths.yaml
2026-06-04 22:54:10 | INFO    | preprocess_all | sub-009/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 1, 3] match_mat=True multiset=True status=ok
2026-06-04 22:54:10 | INFO    | preprocess_all | [26/153] sub-009/ses-02 用时 69.1s（ok=26 failed=0）
2026-06-04 22:55:47 | INFO    | preprocess_all | sub-009/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1] match_mat=True multiset=True status=ok
2026-06-04 22:55:47 | INFO    | preprocess_all | [27/153] sub-009/ses-03 用时 97.9s（ok=27 failed=0）
2026-06-04 22:57:16 | INFO    | preprocess_all | sub-010/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[7, 21, 28] match_mat=False multiset=True status=ok
2026-06-04 22:57:16 | INFO    | preprocess_all | [28/153] sub-010/ses-01 用时 89.0s（ok=28 failed=0）
2026-06-04 22:58:32 | INFO    | preprocess_all | sub-010/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 1, 2, 6, 8] match_mat=True multiset=True status=ok
2026-06-04 22:58:32 | INFO    | preprocess_all | [29/153] sub-010/ses-02 用时 76.1s（ok=29 failed=0）
2026-06-04 22:59:58 | INFO    | preprocess_all | sub-010/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[3, 7, 30] match_mat=False multiset=True status=ok
2026-06-04 22:59:58 | INFO    | preprocess_all | [30/153] sub-010/ses-03 用时 85.6s（ok=30 failed=0）
2026-06-04 23:01:09 | INFO    | preprocess_all | sub-011/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[0] match_mat=None multiset=None status=ok
2026-06-04 23:01:09 | INFO    | preprocess_all | [31/153] sub-011/ses-01 用时 71.1s（ok=31 failed=0）
2026-06-04 23:02:21 | INFO    | preprocess_all | sub-011/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[5, 6, 12] match_mat=None multiset=None status=ok
2026-06-04 23:02:21 | INFO    | preprocess_all | [32/153] sub-011/ses-02 用时 71.7s（ok=32 failed=0）
2026-06-04 23:03:29 | INFO    | preprocess_all | sub-011/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[2, 5, 11] match_mat=None multiset=None status=ok
2026-06-04 23:03:29 | INFO    | preprocess_all | [33/153] sub-011/ses-03 用时 68.0s（ok=33 failed=0）
2026-06-04 23:04:39 | INFO    | preprocess_all | sub-012/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-04 23:04:39 | INFO    | preprocess_all | [34/153] sub-012/ses-01 用时 70.0s（ok=34 failed=0）
2026-06-04 23:05:49 | INFO    | preprocess_all | sub-012/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[3] match_mat=None multiset=None status=ok
2026-06-04 23:05:49 | INFO    | preprocess_all | [35/153] sub-012/ses-02 用时 70.3s（ok=35 failed=0）
2026-06-04 23:06:53 | INFO    | preprocess_all | sub-012/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[0, 1, 2] match_mat=None multiset=None status=ok
2026-06-04 23:06:53 | INFO    | preprocess_all | [36/153] sub-012/ses-03 用时 63.6s（ok=36 failed=0）
2026-06-04 23:08:05 | INFO    | preprocess_all | sub-013/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[9, 13] match_mat=None multiset=None status=ok
2026-06-04 23:08:05 | INFO    | preprocess_all | [37/153] sub-013/ses-01 用时 72.0s（ok=37 failed=0）
2026-06-04 23:09:06 | INFO    | preprocess_all | sub-013/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-04 23:09:06 | INFO    | preprocess_all | [38/153] sub-013/ses-02 用时 61.9s（ok=38 failed=0）
2026-06-04 23:10:21 | INFO    | preprocess_all | sub-013/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[10, 20] match_mat=None multiset=None status=ok
2026-06-04 23:10:21 | INFO    | preprocess_all | [39/153] sub-013/ses-03 用时 74.8s（ok=39 failed=0）
2026-06-04 23:11:26 | INFO    | preprocess_all | sub-014/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 9, 10] match_mat=None multiset=None status=ok
2026-06-04 23:11:26 | INFO    | preprocess_all | [40/153] sub-014/ses-01 用时 65.2s（ok=40 failed=0）
2026-06-04 23:12:33 | INFO    | preprocess_all | sub-014/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[0, 3] match_mat=None multiset=None status=ok
2026-06-04 23:12:33 | INFO    | preprocess_all | [41/153] sub-014/ses-02 用时 66.9s（ok=41 failed=0）
2026-06-04 23:13:50 | INFO    | preprocess_all | sub-014/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[2] match_mat=None multiset=None status=ok
2026-06-04 23:13:50 | INFO    | preprocess_all | [42/153] sub-014/ses-03 用时 76.9s（ok=42 failed=0）
2026-06-04 23:15:10 | INFO    | preprocess_all | sub-015/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1, 20] match_mat=None multiset=None status=ok
2026-06-04 23:15:10 | INFO    | preprocess_all | [43/153] sub-015/ses-01 用时 79.8s（ok=43 failed=0）
2026-06-04 23:16:15 | INFO    | preprocess_all | sub-015/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-04 23:16:15 | INFO    | preprocess_all | [44/153] sub-015/ses-02 用时 65.5s（ok=44 failed=0）
2026-06-04 23:17:27 | INFO    | preprocess_all | sub-015/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[2, 5, 10] match_mat=None multiset=None status=ok
2026-06-04 23:17:27 | INFO    | preprocess_all | [45/153] sub-015/ses-03 用时 71.2s（ok=45 failed=0）
2026-06-04 23:18:45 | INFO    | preprocess_all | sub-016/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[7] match_mat=None multiset=None status=ok
2026-06-04 23:18:45 | INFO    | preprocess_all | [46/153] sub-016/ses-01 用时 78.3s（ok=46 failed=0）
2026-06-04 23:20:01 | INFO    | preprocess_all | sub-016/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1, 2] match_mat=None multiset=None status=ok
2026-06-04 23:20:01 | INFO    | preprocess_all | [47/153] sub-016/ses-02 用时 75.6s（ok=47 failed=0）
2026-06-04 23:21:18 | INFO    | preprocess_all | sub-016/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1, 2] match_mat=None multiset=None status=ok
2026-06-04 23:21:18 | INFO    | preprocess_all | [48/153] sub-016/ses-03 用时 77.0s（ok=48 failed=0）
2026-06-04 23:22:25 | INFO    | preprocess_all | sub-017/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 3] match_mat=None multiset=None status=ok
2026-06-04 23:22:25 | INFO    | preprocess_all | [49/153] sub-017/ses-01 用时 67.8s（ok=49 failed=0）
2026-06-04 23:23:40 | INFO    | preprocess_all | sub-017/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-04 23:23:40 | INFO    | preprocess_all | [50/153] sub-017/ses-02 用时 74.5s（ok=50 failed=0）
2026-06-04 23:24:53 | INFO    | preprocess_all | sub-017/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-04 23:24:53 | INFO    | preprocess_all | [51/153] sub-017/ses-03 用时 73.6s（ok=51 failed=0）
2026-06-04 23:26:01 | INFO    | preprocess_all | sub-018/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[6] match_mat=None multiset=None status=ok
2026-06-04 23:26:01 | INFO    | preprocess_all | [52/153] sub-018/ses-01 用时 67.9s（ok=52 failed=0）
2026-06-04 23:27:21 | INFO    | preprocess_all | sub-018/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[2, 5] match_mat=None multiset=None status=ok
2026-06-04 23:27:21 | INFO    | preprocess_all | [53/153] sub-018/ses-02 用时 79.8s（ok=53 failed=0）
2026-06-04 23:28:41 | INFO    | preprocess_all | sub-018/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-04 23:28:41 | INFO    | preprocess_all | [54/153] sub-018/ses-03 用时 80.0s（ok=54 failed=0）
2026-06-04 23:29:46 | INFO    | preprocess_all | sub-019/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[2, 3] match_mat=None multiset=None status=ok
2026-06-04 23:29:46 | INFO    | preprocess_all | [55/153] sub-019/ses-01 用时 65.0s（ok=55 failed=0）
2026-06-04 23:30:55 | INFO    | preprocess_all | sub-019/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1, 3, 5] match_mat=None multiset=None status=ok
2026-06-04 23:30:55 | INFO    | preprocess_all | [56/153] sub-019/ses-02 用时 68.7s（ok=56 failed=0）
2026-06-04 23:32:05 | INFO    | preprocess_all | sub-019/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[3] match_mat=None multiset=None status=ok
2026-06-04 23:32:05 | INFO    | preprocess_all | [57/153] sub-019/ses-03 用时 70.3s（ok=57 failed=0）
2026-06-04 23:33:18 | INFO    | preprocess_all | sub-020/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 10, 12, 16, 17] match_mat=None multiset=None status=ok
2026-06-04 23:33:18 | INFO    | preprocess_all | [58/153] sub-020/ses-01 用时 72.9s（ok=58 failed=0）
2026-06-04 23:34:27 | INFO    | preprocess_all | sub-020/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1, 5] match_mat=None multiset=None status=ok
2026-06-04 23:34:27 | INFO    | preprocess_all | [59/153] sub-020/ses-02 用时 68.6s（ok=59 failed=0）
2026-06-04 23:35:31 | INFO    | preprocess_all | sub-020/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 1, 5, 6] match_mat=None multiset=None status=ok
2026-06-04 23:35:31 | INFO    | preprocess_all | [60/153] sub-020/ses-03 用时 64.4s（ok=60 failed=0）
2026-06-04 23:36:45 | INFO    | preprocess_all | sub-021/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[2, 3, 4, 6] match_mat=None multiset=None status=ok
2026-06-04 23:36:45 | INFO    | preprocess_all | [61/153] sub-021/ses-01 用时 73.7s（ok=61 failed=0）
2026-06-04 23:37:57 | INFO    | preprocess_all | sub-021/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 3, 4, 5, 8] match_mat=None multiset=None status=ok
2026-06-04 23:37:57 | INFO    | preprocess_all | [62/153] sub-021/ses-02 用时 72.6s（ok=62 failed=0）
2026-06-04 23:39:13 | INFO    | preprocess_all | sub-021/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[14] match_mat=None multiset=None status=ok
2026-06-04 23:39:13 | INFO    | preprocess_all | [63/153] sub-021/ses-03 用时 75.2s（ok=63 failed=0）
2026-06-04 23:40:15 | INFO    | preprocess_all | sub-022/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[0, 4] match_mat=None multiset=None status=ok
2026-06-04 23:40:15 | INFO    | preprocess_all | [64/153] sub-022/ses-01 用时 62.5s（ok=64 failed=0）
2026-06-04 23:41:27 | INFO    | preprocess_all | sub-022/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-04 23:41:27 | INFO    | preprocess_all | [65/153] sub-022/ses-02 用时 72.1s（ok=65 failed=0）
2026-06-04 23:42:40 | INFO    | preprocess_all | sub-022/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[0, 1] match_mat=None multiset=None status=ok
2026-06-04 23:42:40 | INFO    | preprocess_all | [66/153] sub-022/ses-03 用时 72.7s（ok=66 failed=0）
2026-06-04 23:43:46 | INFO    | preprocess_all | sub-023/ses-01 | shape=[199, 58, 1000] labels={0: 99, 1: 100} aux_used=True excluded=[5, 8] match_mat=None multiset=None status=failed reasons=shape [199, 58, 1000] != [200,58,1000]; label_count 99/100 != 100/100; trigger_count 199 != 200
2026-06-04 23:43:46 | INFO    | preprocess_all | [67/153] sub-023/ses-01 用时 65.7s（ok=66 failed=1）
2026-06-04 23:45:07 | INFO    | preprocess_all | sub-023/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[3, 7] match_mat=None multiset=None status=ok
2026-06-04 23:45:07 | INFO    | preprocess_all | [68/153] sub-023/ses-02 用时 81.3s（ok=67 failed=1）
2026-06-04 23:46:26 | INFO    | preprocess_all | sub-023/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[3, 4] match_mat=None multiset=None status=ok
2026-06-04 23:46:26 | INFO    | preprocess_all | [69/153] sub-023/ses-03 用时 79.4s（ok=68 failed=1）
2026-06-04 23:47:35 | INFO    | preprocess_all | sub-024/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-04 23:47:35 | INFO    | preprocess_all | [70/153] sub-024/ses-01 用时 68.3s（ok=69 failed=1）
2026-06-04 23:48:54 | INFO    | preprocess_all | sub-024/ses-02 | shape=[199, 58, 1000] labels={1: 100, 0: 99} aux_used=True excluded=[] match_mat=None multiset=None status=failed reasons=shape [199, 58, 1000] != [200,58,1000]; label_count 99/100 != 100/100; trigger_count 199 != 200
2026-06-04 23:48:54 | INFO    | preprocess_all | [71/153] sub-024/ses-02 用时 78.9s（ok=69 failed=2）
2026-06-04 23:50:13 | INFO    | preprocess_all | sub-024/ses-03 | shape=[195, 58, 1000] labels={0: 99, 1: 96} aux_used=True excluded=[] match_mat=None multiset=None status=failed reasons=shape [195, 58, 1000] != [200,58,1000]; label_count 99/96 != 100/100; trigger_count 195 != 200
2026-06-04 23:50:13 | INFO    | preprocess_all | [72/153] sub-024/ses-03 用时 79.2s（ok=69 failed=3）
2026-06-04 23:51:24 | INFO    | preprocess_all | sub-025/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[3, 6] match_mat=None multiset=None status=ok
2026-06-04 23:51:24 | INFO    | preprocess_all | [73/153] sub-025/ses-01 用时 71.0s（ok=70 failed=3）
2026-06-04 23:52:26 | INFO    | preprocess_all | sub-025/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0] match_mat=None multiset=None status=ok
2026-06-04 23:52:26 | INFO    | preprocess_all | [74/153] sub-025/ses-02 用时 62.6s（ok=71 failed=3）
2026-06-04 23:53:40 | INFO    | preprocess_all | sub-025/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[2, 11] match_mat=None multiset=None status=ok
2026-06-04 23:53:40 | INFO    | preprocess_all | [75/153] sub-025/ses-03 用时 74.0s（ok=72 failed=3）
2026-06-04 23:54:43 | INFO    | preprocess_all | sub-026/ses-01 | shape=[199, 58, 1000] labels={0: 99, 1: 100} aux_used=True excluded=[0, 1, 3] match_mat=None multiset=None status=failed reasons=shape [199, 58, 1000] != [200,58,1000]; label_count 99/100 != 100/100; trigger_count 199 != 200
2026-06-04 23:54:43 | INFO    | preprocess_all | [76/153] sub-026/ses-01 用时 62.4s（ok=72 failed=4）
2026-06-04 23:55:48 | INFO    | preprocess_all | sub-026/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[6] match_mat=None multiset=None status=ok
2026-06-04 23:55:48 | INFO    | preprocess_all | [77/153] sub-026/ses-02 用时 65.3s（ok=73 failed=4）
2026-06-04 23:56:50 | INFO    | preprocess_all | sub-026/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0] match_mat=None multiset=None status=ok
2026-06-04 23:56:50 | INFO    | preprocess_all | [78/153] sub-026/ses-03 用时 62.1s（ok=74 failed=4）
2026-06-04 23:57:55 | INFO    | preprocess_all | sub-027/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0] match_mat=None multiset=None status=ok
2026-06-04 23:57:55 | INFO    | preprocess_all | [79/153] sub-027/ses-01 用时 64.3s（ok=75 failed=4）
2026-06-04 23:59:01 | INFO    | preprocess_all | sub-027/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 1] match_mat=None multiset=None status=ok
2026-06-04 23:59:01 | INFO    | preprocess_all | [80/153] sub-027/ses-02 用时 66.8s（ok=76 failed=4）
2026-06-05 00:00:08 | INFO    | preprocess_all | sub-027/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 2] match_mat=None multiset=None status=ok
2026-06-05 00:00:08 | INFO    | preprocess_all | [81/153] sub-027/ses-03 用时 66.2s（ok=77 failed=4）
2026-06-05 00:01:28 | INFO    | preprocess_all | sub-028/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-05 00:01:28 | INFO    | preprocess_all | [82/153] sub-028/ses-01 用时 80.2s（ok=78 failed=4）
2026-06-05 00:02:42 | INFO    | preprocess_all | sub-028/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[2, 8] match_mat=None multiset=None status=ok
2026-06-05 00:02:42 | INFO    | preprocess_all | [83/153] sub-028/ses-02 用时 74.2s（ok=79 failed=4）
2026-06-05 00:04:00 | INFO    | preprocess_all | sub-028/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 7] match_mat=None multiset=None status=ok
2026-06-05 00:04:00 | INFO    | preprocess_all | [84/153] sub-028/ses-03 用时 78.6s（ok=80 failed=4）
2026-06-05 00:05:07 | INFO    | preprocess_all | sub-029/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 2, 3] match_mat=None multiset=None status=ok
2026-06-05 00:05:07 | INFO    | preprocess_all | [85/153] sub-029/ses-01 用时 67.0s（ok=81 failed=4）
2026-06-05 00:06:14 | INFO    | preprocess_all | sub-029/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:06:14 | INFO    | preprocess_all | [86/153] sub-029/ses-02 用时 66.6s（ok=82 failed=4）
